5, 10, 100, 10, 50, 5000, 1, false, true, 0, 16827879
5, 10, 100, 10, 50, 5000, 1, false, true, 1, 17114951
5, 10, 100, 10, 50, 5000, 1, false, true, 2, 17426398
5, 10, 100, 10, 50, 5000, 1, false, true, 3, 17183170
5, 10, 100, 10, 50, 5000, 1, false, true, 4, 17640893
5, 10, 100, 10, 50, 5000, 1, false, true, 5, 17362936
5, 10, 100, 10, 50, 5000, 1, false, true, 6, 17088940
5, 10, 100, 10, 50, 5000, 1, false, true, 7, 16553371
5, 10, 100, 10, 50, 5000, 1, false, true, 8, 16301121
5, 10, 100, 10, 50, 5000, 1, false, true, 9, 16508375
5, 10, 100, 10, 50, 5000, 1, false, true, 10, 16650002
5, 10, 100, 10, 50, 5000, 1, false, true, 11, 16181850
5, 10, 100, 10, 50, 5000, 1, false, true, 12, 16122459
5, 10, 100, 10, 50, 5000, 1, false, true, 13, 15742227
5, 10, 100, 10, 50, 5000, 1, false, true, 14, 15939746
5, 10, 100, 10, 50, 5000, 1, false, true, 15, 16007614
5, 10, 100, 10, 50, 5000, 1, false, true, 16, 15600318
5, 10, 100, 10, 50, 5000, 1, false, true, 17, 16061343
5, 10, 100, 10, 50, 5000, 1, false, true, 18, 16089633
5, 10, 100, 10, 50, 5000, 1, false, true, 19, 16494408
5, 10, 100, 10, 50, 5000, 1, false, true, 20, 16092993
5, 10, 100, 10, 50, 5000, 1, false, true, 21, 15809096
5, 10, 100, 10, 50, 5000, 1, false, true, 22, 17015494
5, 10, 100, 10, 50, 5000, 1, false, true, 23, 16023913
5, 10, 100, 10, 50, 5000, 1, false, true, 24, 15869314
5, 10, 100, 10, 50, 5000, 1, false, true, 25, 16486195
5, 10, 100, 10, 50, 5000, 1, false, true, 26, 16193638
5, 10, 100, 10, 50, 5000, 1, false, true, 27, 15935440
5, 10, 100, 10, 50, 5000, 1, false, true, 28, 16235651
5, 10, 100, 10, 50, 5000, 1, false, true, 29, 16483308
5, 10, 100, 10, 50, 5000, 1, false, true, 30, 16021125
5, 10, 100, 10, 50, 5000, 1, false, true, 31, 15874510
5, 10, 100, 10, 50, 5000, 1, false, true, 32, 16381532
5, 10, 100, 10, 50, 5000, 1, false, true, 33, 16166528
5, 10, 100, 10, 50, 5000, 1, false, true, 34, 15729567
5, 10, 100, 10, 50, 5000, 1, false, true, 35, 16160237
5, 10, 100, 10, 50, 5000, 1, false, true, 36, 16127146
5, 10, 100, 10, 50, 5000, 1, false, true, 37, 15751475
5, 10, 100, 10, 50, 5000, 1, false, true, 38, 15778211
5, 10, 100, 10, 50, 5000, 1, false, true, 39, 15791853
5, 10, 100, 10, 50, 5000, 1, false, true, 40, 15906452
5, 10, 100, 10, 50, 5000, 1, false, true, 41, 15754253
5, 10, 100, 10, 50, 5000, 1, false, true, 42, 15856254
5, 10, 100, 10, 50, 5000, 1, false, true, 43, 15926812
5, 10, 100, 10, 50, 5000, 1, false, true, 44, 16099367
5, 10, 100, 10, 50, 5000, 1, false, true, 45, 16064137
5, 10, 100, 10, 50, 5000, 1, false, true, 46, 16303543
5, 10, 100, 10, 50, 5000, 1, false, true, 47, 17882138
5, 10, 100, 10, 50, 5000, 1, false, true, 48, 15668089
5, 10, 100, 10, 50, 5000, 1, false, true, 49, 15850689
5, 10, 100, 10, 50, 5000, 1, false, true, 50, 16040134
5, 10, 100, 10, 50, 5000, 1, false, true, 51, 16149570
5, 10, 100, 10, 50, 5000, 1, false, true, 52, 15635513
5, 10, 100, 10, 50, 5000, 1, false, true, 53, 15582898
5, 10, 100, 10, 50, 5000, 1, false, true, 54, 15518040
5, 10, 100, 10, 50, 5000, 1, false, true, 55, 15716304
5, 10, 100, 10, 50, 5000, 1, false, true, 56, 16849271
5, 10, 100, 10, 50, 5000, 1, false, true, 57, 15665634
5, 10, 100, 10, 50, 5000, 1, false, true, 58, 15934870
5, 10, 100, 10, 50, 5000, 1, false, true, 59, 16035773
5, 10, 100, 10, 50, 5000, 1, false, true, 60, 15813182
5, 10, 100, 10, 50, 5000, 1, false, true, 61, 15972874
5, 10, 100, 10, 50, 5000, 1, false, true, 62, 15813555
5, 10, 100, 10, 50, 5000, 1, false, true, 63, 15425614
5, 10, 100, 10, 50, 5000, 1, false, true, 64, 15816745
5, 10, 100, 10, 50, 5000, 1, false, true, 65, 16189054
