3, 4, 10, 10, 50, 50, 5, false, true, 0, 6335761
3, 4, 10, 10, 50, 50, 5, false, true, 1, 6217679
3, 4, 10, 10, 50, 50, 5, false, true, 2, 6300756
3, 4, 10, 10, 50, 50, 5, false, true, 3, 6230237
3, 4, 10, 10, 50, 50, 5, false, true, 4, 6301434
3, 4, 10, 10, 50, 50, 5, false, true, 5, 6228274
3, 4, 10, 10, 50, 50, 5, false, true, 6, 6267963
3, 4, 10, 10, 50, 50, 5, false, true, 7, 6448575
3, 4, 10, 10, 50, 50, 5, false, true, 8, 6320124
3, 4, 10, 10, 50, 50, 5, false, true, 9, 6287982
3, 4, 10, 10, 50, 50, 5, false, true, 10, 6290844
3, 4, 10, 10, 50, 50, 5, false, true, 11, 6253728
3, 4, 10, 10, 50, 50, 5, false, true, 12, 6195968
3, 4, 10, 10, 50, 50, 5, false, true, 13, 6230641
3, 4, 10, 10, 50, 50, 5, false, true, 14, 6276343
3, 4, 10, 10, 50, 50, 5, false, true, 15, 6279855
3, 4, 10, 10, 50, 50, 5, false, true, 16, 6318061
3, 4, 10, 10, 50, 50, 5, false, true, 17, 6212325
3, 4, 10, 10, 50, 50, 5, false, true, 18, 6235341
3, 4, 10, 10, 50, 50, 5, false, true, 19, 6276844
3, 4, 10, 10, 50, 50, 5, false, true, 20, 6250677
3, 4, 10, 10, 50, 50, 5, false, true, 21, 6275530
3, 4, 10, 10, 50, 50, 5, false, true, 22, 6243946
3, 4, 10, 10, 50, 50, 5, false, true, 23, 6289384
3, 4, 10, 10, 50, 50, 5, false, true, 24, 6284570
3, 4, 10, 10, 50, 50, 5, false, true, 25, 6252038
3, 4, 10, 10, 50, 50, 5, false, true, 26, 6274554
3, 4, 10, 10, 50, 50, 5, false, true, 27, 6298412
3, 4, 10, 10, 50, 50, 5, false, true, 28, 6286197
3, 4, 10, 10, 50, 50, 5, false, true, 29, 9435962
3, 4, 10, 10, 50, 50, 5, false, true, 30, 6396128
3, 4, 10, 10, 50, 50, 5, false, true, 31, 6430611
3, 4, 10, 10, 50, 50, 5, false, true, 32, 6267572
3, 4, 10, 10, 50, 50, 5, false, true, 33, 6358860
3, 4, 10, 10, 50, 50, 5, false, true, 34, 6232021
3, 4, 10, 10, 50, 50, 5, false, true, 35, 6211107
3, 4, 10, 10, 50, 50, 5, false, true, 36, 6233118
