3, 4, 10, 10, 50, 50, 5, 0, true, 0, 40289892
3, 4, 10, 10, 50, 50, 5, 0, true, 1, 35998858
3, 4, 10, 10, 50, 50, 5, 0, true, 2, 32860798
3, 4, 10, 10, 50, 50, 5, 0, true, 3, 37854412
3, 4, 10, 10, 50, 50, 5, 0, true, 4, 36553747
3, 4, 10, 10, 50, 50, 6, 0, true, 0, 43275631
3, 4, 10, 10, 50, 50, 6, 0, true, 1, 43484774
3, 4, 10, 10, 50, 50, 6, 0, true, 2, 42916406
3, 4, 10, 10, 50, 50, 6, 0, true, 3, 38743655
3, 4, 10, 10, 50, 50, 6, 0, true, 4, 41722042
3, 4, 10, 10, 50, 50, 7, 0, true, 0, 47556813
3, 4, 10, 10, 50, 50, 7, 0, true, 1, 44588470
3, 4, 10, 10, 50, 50, 7, 0, true, 2, 47471968
3, 4, 10, 10, 50, 50, 7, 0, true, 3, 44540504
3, 4, 10, 10, 50, 50, 7, 0, true, 4, 47836887
3, 4, 10, 10, 50, 50, 8, 0, true, 0, 51016318
3, 4, 10, 10, 50, 50, 8, 0, true, 1, 53764965
3, 4, 10, 10, 50, 50, 8, 0, true, 2, 49820293
3, 4, 10, 10, 50, 50, 8, 0, true, 3, 57800368
3, 4, 10, 10, 50, 50, 8, 0, true, 4, 50319207
3, 4, 10, 10, 50, 50, 9, 0, true, 0, 59301491
3, 4, 10, 10, 50, 50, 9, 0, true, 1, 55237231
3, 4, 10, 10, 50, 50, 9, 0, true, 2, 58833721
3, 4, 10, 10, 50, 50, 9, 0, true, 3, 57323807
3, 4, 10, 10, 50, 50, 9, 0, true, 4, 56148091
3, 4, 10, 10, 50, 50, 10, 0, true, 0, 64663564
3, 4, 10, 10, 50, 50, 10, 0, true, 1, 61054477
3, 4, 10, 10, 50, 50, 10, 0, true, 2, 63574377
3, 4, 10, 10, 50, 50, 10, 0, true, 3, 63649920
3, 4, 10, 10, 50, 50, 10, 0, true, 4, 61578068
3, 4, 10, 10, 50, 50, 11, 0, true, 0, 70782834
