0, 500, 0, 0, true, 101481604, 0, 1442861768
0, 500, 0, 1, true, 88503343, 0, 106935408
0, 500, 0, 2, true, 91400183, 0, 644717776
0, 500, 0, 3, true, 88996778, 0, 645130880
0, 500, 0, 4, true, 86240101, 0, 106911384
0, 500, 0, 5, true, 91397165, 0, 644640248
0, 500, 0, 6, true, 85994007, 0, 645073064
0, 500, 0, 7, true, 85643551, 0, 107031864
0, 500, 0, 8, true, 85318595, 0, 107015232
0, 500, 0, 9, true, 88050060, 0, 107094312
0, 500, 0, 10, true, 96334894, 0, 645214624
0, 500, 0, 11, true, 88997252, 0, 105788312
0, 500, 0, 12, true, 87060396, 0, 104599000
0, 500, 0, 13, true, 86520477, 0, 104238088
0, 500, 0, 14, true, 85398946, 0, 104327704
0, 500, 0, 15, true, 86198579, 0, 104304264
0, 500, 0, 16, true, 87871253, 0, 642014896
0, 500, 0, 17, true, 85567343, 0, 642160784
0, 500, 0, 18, true, 85910596, 0, 104401808
0, 500, 0, 19, true, 85701352, 0, 104443648
0, 500, 0, 20, true, 85659223, 0, 104472192
0, 500, 0, 21, true, 86184753, 0, 104416024
0, 500, 0, 22, true, 86329914, 0, 104135336
0, 500, 0, 23, true, 85781504, 0, 104376520
0, 500, 0, 24, true, 86109887, 0, 104092952
0, 500, 0, 25, true, 86256296, 0, 104075144
0, 500, 0, 26, true, 85650738, 0, 103680376
0, 500, 0, 27, true, 86239607, 0, 103345712
0, 500, 0, 28, true, 85871735, 0, 641039792
0, 500, 0, 29, true, 85558825, 0, 641096680
0, 500, 0, 30, true, 85657265, 0, 103460640
0, 500, 0, 31, true, 86654616, 0, 103388224
0, 500, 0, 32, true, 86123684, 0, 103474456
0, 500, 0, 33, true, 86325863, 0, 103453640
0, 500, 0, 34, true, 87049352, 0, 103473616
0, 500, 0, 35, true, 86637836, 0, 103720424
0, 500, 0, 36, true, 86133272, 0, 103717536
0, 500, 0, 37, true, 85643818, 0, 103751320
0, 500, 0, 38, true, 85346959, 0, 103889192
0, 500, 0, 39, true, 85824266, 0, 103904944
0, 500, 0, 40, true, 85383208, 0, 103896808
0, 500, 0, 41, true, 85683110, 0, 104023896
0, 500, 0, 42, true, 85538566, 0, 103935528
0, 500, 0, 43, true, 85629167, 0, 104046648
0, 500, 0, 44, true, 85268288, 0, 103811160
0, 500, 0, 45, true, 85669001, 0, 103788552
0, 500, 0, 46, true, 85350500, 0, 103778888
0, 500, 0, 47, true, 85723231, 0, 103798512
0, 500, 0, 48, true, 85523719, 0, 103863456
0, 500, 0, 49, true, 86113092, 0, 0
0, 500, 0, 50, true, 85571066, 0, 103912656
0, 500, 0, 51, true, 85504856, 0, 103935632
0, 500, 0, 52, true, 85405533, 0, 103941136
0, 500, 0, 53, true, 86085230, 0, 103869416
0, 500, 0, 54, true, 85216649, 0, 103938000
0, 500, 0, 55, true, 85081248, 0, 103945048
0, 500, 0, 56, true, 85799438, 0, 103968736
0, 500, 0, 57, true, 85226925, 0, 103972144
0, 500, 0, 58, true, 85365130, 0, 641653384
0, 500, 0, 59, true, 85337676, 0, 103971872
0, 500, 0, 60, true, 86043459, 0, 103990904
0, 500, 0, 61, true, 85565421, 0, 103990952
0, 500, 0, 62, true, 85252941, 0, 103991016
0, 500, 0, 63, true, 85146845, 0, 103963248
0, 500, 0, 64, true, 85461288, 0, 103952272
0, 500, 0, 65, true, 85569409, 0, 104082848
0, 500, 0, 66, true, 87525570, 0, 104057648
0, 500, 0, 67, true, 85943421, 0, 104629848
0, 500, 0, 68, true, 85713995, 0, 104596504
0, 500, 0, 69, true, 85530771, 0, 104550720
0, 500, 0, 70, true, 85180726, 0, 642283896
0, 500, 0, 71, true, 85661381, 0, 104581968
0, 500, 0, 72, true, 85639224, 0, 104604088
0, 500, 0, 73, true, 85226593, 0, 104586856
0, 500, 0, 74, true, 85568321, 0, 104575952
