5, 0, 0, 100, 50, 500, 0, 0, false, 0, true, 1152310, 0, 65247872
5, 0, 0, 100, 50, 500, 0, 0, false, 1, true, 671065, 0, 65512048
5, 0, 0, 100, 50, 500, 0, 0, false, 2, true, 728111, 0, 65421296
5, 0, 0, 100, 50, 500, 0, 0, false, 3, true, 572631, 0, 65496048
5, 0, 0, 100, 50, 500, 0, 0, false, 4, true, 555700, 0, 65575520
5, 0, 0, 100, 50, 500, 0, 0, false, 5, true, 602161, 0, 65510608
5, 0, 0, 100, 50, 500, 0, 0, false, 6, true, 661109, 0, 65562048
5, 0, 0, 100, 50, 500, 0, 0, false, 7, true, 585368, 0, 65622304
5, 0, 0, 100, 50, 500, 0, 0, false, 8, true, 514131, 0, 0
5, 0, 0, 100, 50, 500, 0, 0, false, 9, true, 507360, 0, 65689648
5, 0, 0, 100, 50, 500, 0, 0, false, 10, true, 512993, 0, 65829272
5, 0, 0, 100, 50, 500, 0, 0, false, 11, true, 580525, 0, 65733376
5, 0, 0, 100, 50, 500, 0, 0, false, 12, true, 502799, 0, 65769136
5, 0, 0, 100, 50, 500, 0, 0, false, 13, true, 489484, 0, 65774432
5, 0, 0, 100, 50, 500, 0, 0, false, 14, true, 483345, 0, 65849840
5, 0, 0, 100, 50, 500, 0, 0, false, 15, true, 517893, 0, 65796576
5, 0, 0, 100, 50, 500, 0, 0, false, 16, true, 503418, 0, 65900288
5, 0, 0, 100, 50, 500, 0, 0, false, 17, true, 483015, 0, 65980160
5, 0, 0, 100, 50, 500, 0, 0, false, 18, true, 548511, 0, 66012944
5, 0, 0, 100, 50, 500, 0, 0, false, 19, true, 465981, 0, 65934560
5, 0, 0, 100, 50, 500, 0, 0, false, 20, true, 495425, 0, 0
5, 0, 0, 100, 50, 500, 0, 0, false, 21, true, 475954, 0, 65390096
5, 0, 0, 100, 50, 500, 0, 0, false, 22, true, 473417, 0, 65336816
5, 0, 0, 100, 50, 500, 0, 0, false, 23, true, 480414, 0, 0
5, 0, 0, 100, 50, 500, 0, 0, false, 24, true, 474959, 0, 34392136
5, 0, 0, 100, 50, 500, 0, 0, false, 25, true, 498390, 0, 65594352
5, 0, 0, 100, 50, 500, 0, 0, false, 26, true, 485460, 0, 65572912
5, 0, 0, 100, 50, 500, 0, 0, false, 27, true, 467020, 0, 65581936
5, 0, 0, 100, 50, 500, 0, 0, false, 28, true, 452558, 0, 65630400
5, 0, 0, 100, 50, 500, 0, 0, false, 29, true, 457911, 0, 65609200
5, 0, 0, 100, 50, 500, 0, 0, false, 30, true, 466242, 0, 65609744
5, 0, 0, 100, 50, 500, 0, 0, false, 31, true, 460466, 0, 65652752
5, 0, 0, 100, 50, 500, 0, 0, false, 32, true, 458563, 0, 65666176
5, 0, 0, 100, 50, 500, 0, 0, false, 33, true, 460016, 0, 65673136
5, 0, 0, 100, 50, 500, 0, 0, false, 34, true, 450569, 0, 65744640
5, 0, 0, 100, 50, 500, 0, 0, false, 35, true, 484017, 0, 65695712
5, 0, 0, 100, 50, 500, 0, 0, false, 36, true, 452768, 0, 65701872
5, 0, 0, 100, 50, 500, 0, 0, false, 37, true, 506761, 0, 65731664
5, 0, 0, 100, 50, 500, 0, 0, false, 38, true, 489297, 0, 65260912
5, 0, 0, 100, 50, 500, 0, 0, false, 39, true, 453486, 0, 34161440
5, 0, 0, 100, 50, 500, 0, 0, false, 40, true, 451918, 0, 65012912
5, 0, 0, 100, 50, 500, 0, 0, false, 41, true, 459353, 0, 65071504
5, 0, 0, 100, 50, 500, 0, 0, false, 42, true, 449353, 0, 65051568
5, 0, 0, 100, 50, 500, 0, 0, false, 43, true, 429265, 0, 65081440
5, 0, 0, 100, 50, 500, 0, 0, false, 44, true, 450923, 0, 65114256
5, 0, 0, 100, 50, 500, 0, 0, false, 45, true, 446273, 0, 65170392
