3, 4, 10, 10, 50, 50, 5, 0, true, 0, true, 22300347, 9, 788962656
3, 4, 10, 10, 50, 50, 5, 0, true, 1, true, 24548414, 9, 96615400
3, 4, 10, 10, 50, 50, 5, 0, true, 2, true, 24450012, 9, 96599520
3, 4, 10, 10, 50, 50, 5, 0, true, 3, true, 35830715, 9, 96644048
3, 4, 10, 10, 50, 50, 5, 0, true, 4, true, 24085078, 9, 96696960
3, 4, 10, 10, 50, 50, 5, 0, true, 5, true, 26006508, 9, 96624304
3, 4, 10, 10, 50, 50, 5, 0, true, 6, true, 24722419, 9, 96684416
3, 4, 10, 10, 50, 50, 5, 0, true, 7, true, 25936507, 9, 96644240
3, 4, 10, 10, 50, 50, 5, 0, true, 8, true, 27559949, 9, 96644288
3, 4, 10, 10, 50, 50, 5, 0, true, 9, true, 26908248, 9, 96697200
3, 4, 10, 10, 50, 50, 5, 0, true, 10, true, 37642889, 9, 96644384
3, 4, 10, 10, 50, 50, 5, 0, true, 11, true, 27347086, 9, 96675280
3, 4, 10, 10, 50, 50, 5, 0, true, 12, true, 27103442, 9, 96676416
3, 4, 10, 10, 50, 50, 5, 0, true, 13, true, 35142759, 9, 96731672
3, 4, 10, 10, 50, 50, 5, 0, true, 14, true, 25207605, 9, 96695128
3, 4, 10, 10, 50, 50, 5, 0, true, 15, true, 27875632, 9, 96629512
3, 4, 10, 10, 50, 50, 5, 0, true, 16, true, 26777219, 9, 96686472
3, 4, 10, 10, 50, 50, 5, 0, true, 17, true, 26172989, 9, 96676656
3, 4, 10, 10, 50, 50, 5, 0, true, 18, true, 27694479, 9, 96699144
3, 4, 10, 10, 50, 50, 5, 0, true, 19, true, 22451665, 9, 96646928
3, 4, 10, 10, 50, 50, 5, 0, true, 20, true, 25051627, 9, 96644864
3, 4, 10, 10, 50, 50, 5, 0, true, 21, true, 19629325, 9, 96699664
3, 4, 10, 10, 50, 50, 5, 0, true, 22, true, 21460561, 9, 96697992
3, 4, 10, 10, 50, 50, 5, 0, true, 23, true, 26264497, 9, 96657656
3, 4, 10, 10, 50, 50, 5, 0, true, 24, true, 24269416, 9, 96682536
3, 4, 10, 10, 50, 50, 5, 0, true, 25, true, 24353146, 9, 96708144
3, 4, 10, 10, 50, 50, 5, 0, true, 26, true, 25582468, 9, 96647264
3, 4, 10, 10, 50, 50, 5, 0, true, 27, true, 26242435, 9, 96616648
3, 4, 10, 10, 50, 50, 5, 0, true, 28, true, 25746368, 9, 96685512
3, 4, 10, 10, 50, 50, 5, 0, true, 29, true, 35206563, 9, 96698368
3, 4, 10, 10, 50, 50, 5, 0, true, 30, true, 28145726, 9, 96627568
