1000, 0, false, 1003997701, -1, 390014168
1000, 1, true, 1003777631, 46, 104322784
1000, 2, true, 1004115744, 67, 104358672
1000, 3, true, 1003967072, 38, 104314080
1000, 4, true, 1003965244, 63, 104314128
1000, 5, true, 1003994054, 91, 104333888
1000, 6, false, 1003992826, -1, 127575504
1000, 7, true, 1003948338, 61, 104389280
1000, 8, true, 1003876293, 52, 104353816
1000, 9, true, 1004009864, 71, 104378280
2000, 0, true, 2004012313, 54, 104402608
2000, 1, true, 2003968785, 92, 104313896
2000, 2, true, 2003859547, 78, 104379480
2000, 3, false, 2003936482, -1, 104410992
2000, 4, true, 2004038081, 75, 104368792
2000, 5, true, 2003955780, 70, 104350928
2000, 6, true, 2003973929, 51, 104354688
2000, 7, true, 2003960539, 68, 104452528
2000, 8, false, 2004034762, -1, 104384296
2000, 9, true, 2004038213, 69, 104374056
3000, 0, true, 3003981165, 56, 104415312
3000, 1, true, 3003903736, 72, 104423040
3000, 2, false, 3003943860, -1, 104429768
3000, 3, true, 3003908272, 72, 104431624
3000, 4, false, 3004135219, -1, 104397096
3000, 5, true, 3003803648, 74, 0
3000, 6, true, 3004106089, 53, 104435976
3000, 7, true, 3003908679, 70, 127687824
3000, 8, true, 3003965770, 89, 104450448
3000, 9, false, 3004311577, -1, 104474024
4000, 0, true, 4003900975, 55, 104507520
4000, 1, false, 4004197195, -1, 104652752
4000, 2, true, 4004143282, 87, 104635392
4000, 3, false, 4003885746, -1, 127820680
4000, 4, true, 4004062716, 70, 104586416
4000, 5, true, 4004027475, 71, 104634768
4000, 6, true, 4003890596, 76, 104588728
4000, 7, true, 4003924321, 74, 104623344
4000, 8, true, 4003935776, 76, 104616456
4000, 9, false, 4004013212, -1, 104577640
5000, 0, true, 5003917183, 82, 104615680
5000, 1, true, 5003861017, 86, 104523624
5000, 2, false, 5003955083, -1, 127793648
5000, 3, false, 5003875788, -1, 104567600
5000, 4, true, 5003910094, 76, 104615392
5000, 5, true, 5003824726, 55, 127801448
5000, 6, true, 5003839355, 75, 104602432
5000, 7, false, 5003978190, -1, 0
5000, 8, true, 5003948733, 76, 104613760
5000, 9, true, 5003940793, 98, 104595640
6000, 0, false, 6003827041, -1, 104582912
6000, 1, true, 6004017482, 78, 104526952
6000, 2, true, 6003986975, 64, 104605856
6000, 3, false, 6004126188, -1, 104598680
6000, 4, false, 6004031432, -1, 104527720
6000, 5, true, 6003856522, 66, 104605712
6000, 6, true, 6003856304, 98, 104600360
6000, 7, false, 6003901423, -1, 104596120
6000, 8, true, 6003897582, 80, 127800880
6000, 9, true, 6004015877, 69, 104572352
7000, 0, true, 7003781568, 81, 104587776
7000, 1, true, 7004022151, 87, 104607056
7000, 2, true, 7003995121, 82, 104631984
7000, 3, false, 7003888444, -1, 104619920
7000, 4, false, 7004060678, -1, 104556256
7000, 5, false, 7004024409, -1, 104576016
7000, 6, false, 7003981613, -1, 104557632
7000, 7, true, 7003931077, 89, 104610160
7000, 8, true, 7003975836, 91, 104605896
7000, 9, true, 7003854714, 85, 104565248
8000, 0, false, 8003812762, -1, 104598064
8000, 1, true, 8003936052, 104, 104538776
8000, 2, true, 8003854405, 78, 104538824
8000, 3, true, 8003898092, 78, 104564960
8000, 4, true, 8003784331, 70, 104538920
8000, 5, true, 8004031066, 81, 127807744
8000, 6, true, 8003811430, 110, 104588912
8000, 7, false, 8003944930, -1, 104546872
8000, 8, true, 8003793854, 90, 104579976
8000, 9, false, 8003849475, -1, 127819024
9000, 0, false, 9003814051, -1, 104605872
9000, 1, true, 9003890044, 65, 104625152
9000, 2, true, 9003946768, 82, 104589688
9000, 3, true, 9003951252, 102, 104572768
9000, 4, true, 9003867771, 80, 127769096
9000, 5, false, 9003815308, -1, 127839144
9000, 6, false, 9003938304, -1, 127839288
9000, 7, true, 9003970180, 71, 104625440
9000, 8, true, 9003914979, 88, 104615496
9000, 9, true, 9003901333, 90, 104614440
10000, 0, true, 10004025610, 73, 104638640
10000, 1, true, 10003985421, 85, 104546584
10000, 2, false, 10003943738, -1, 104625200
10000, 3, true, 10003907085, 78, 104666800
10000, 4, true, 10003879720, 122, 104604944
10000, 5, true, 10003893678, 87, 104624704
10000, 6, true, 10003935816, 98, 104650216
10000, 7, false, 10007868931, -1, 104614696
10000, 8, true, 10004060587, 81, 104905960
10000, 9, true, 10004577932, 70, 104823912
11000, 0, true, 11003963175, 78, 104881536
11000, 1, true, 11003845534, 71, 104901840
11000, 2, true, 11003951229, 74, 104894952
11000, 3, false, 11004054095, -1, 104856136
11000, 4, false, 11003945213, -1, 104890888
11000, 5, true, 11004022295, 76, 104902032
11000, 6, true, 11004034450, 70, 104918176
11000, 7, false, 11003925981, -1, 104902128
11000, 8, true, 11003909305, 77, 104866664
11000, 9, false, 11003945873, -1, 104891128
12000, 0, true, 12003856513, 58, 104882560
12000, 1, true, 12003887558, 71, 104914896
12000, 2, true, 12003934948, 71, 104900088
12000, 3, true, 12003851714, 65, 104890840
12000, 4, true, 12003940791, 85, 104857712
12000, 5, true, 12003964523, 89, 104890936
12000, 6, true, 12003992117, 88, 128104704
12000, 7, false, 12004120175, -1, 104867424
12000, 8, true, 12003893939, 98, 104916464
12000, 9, false, 12003885466, -1, 104913384
13000, 0, true, 13004016553, 68, 104896464
13000, 1, false, 13003972045, -1, 104882976
13000, 2, true, 13003736125, 94, 104905800
13000, 3, false, 13003984875, -1, 104847960
13000, 4, true, 13003854791, 66, 104870088
13000, 5, true, 13003808860, 85, 104883408
13000, 6, true, 13003960514, 80, 104915984
13000, 7, true, 13004240194, 83, 104880520
13000, 8, true, 13003910369, 81, 105004112
13000, 9, false, 13003915179, -1, 104938624
14000, 0, true, 14003819590, 70, 105006256
14000, 1, true, 14003971868, 66, 104973056
14000, 2, true, 14003934704, 73, 104914344
14000, 3, true, 14003904644, 91, 104960192
14000, 4, true, 14003909759, 90, 128194800
14000, 5, false, 14003902652, -1, 104980024
14000, 6, true, 14003914914, 98, 104990696
14000, 7, true, 14003894929, 76, 104947352
14000, 8, true, 14003917001, 86, 128186688
14000, 9, false, 14004006884, -1, 104990736
15000, 0, true, 15003954991, 67, 104973584
15000, 1, true, 15004029409, 82, 104979832
15000, 2, true, 15003931385, 92, 128206816
15000, 3, false, 15003896596, -1, 104971304
15000, 4, true, 15004010459, 87, 128188720
15000, 5, true, 15004041181, 82, 128362224
15000, 6, true, 15005202718, 99, 128349600
15000, 7, true, 15003846705, 81, 128397648
15000, 8, true, 15003891958, 70, 105139008
15000, 9, true, 15004097236, 56, 128376608
16000, 0, false, 16003921868, -1, 105223184
