3, 4, 5, false, 2, 0, 0, 7003181
3, 4, 5, false, 2, 0, 1, 9471468
3, 4, 5, false, 2, 0, 2, 7201781
3, 4, 5, false, 2, 0, 3, 6747111
3, 4, 5, false, 2, 0, 4, 7076573
3, 4, 5, false, 2, 0, 5, 6931422
3, 4, 5, false, 2, 0, 6, 6727482
3, 4, 5, false, 2, 0, 7, 10330816
3, 4, 5, false, 2, 0, 8, 7138893
3, 4, 5, false, 2, 0, 9, 6753046
3, 4, 5, false, 2, 0, 10, 6474232
3, 4, 5, false, 2, 0, 11, 6613929
3, 4, 5, false, 2, 0, 12, 6910865
3, 4, 5, false, 2, 0, 13, 6832766
3, 4, 5, false, 2, 0, 14, 9555247
3, 4, 5, false, 2, 0, 15, 6616553
3, 4, 5, false, 2, 0, 16, 6398549
3, 4, 5, false, 2, 0, 17, 6992766
3, 4, 5, false, 2, 0, 18, 6818103
3, 4, 5, false, 2, 0, 19, 6825918
3, 4, 5, false, 2, 0, 20, 7071485
3, 4, 5, false, 2, 0, 21, 6982013
3, 4, 5, false, 2, 0, 22, 6977147
3, 4, 5, false, 2, 0, 23, 6794787
3, 4, 5, false, 2, 0, 24, 7144705
3, 4, 5, false, 2, 0, 25, 9128935
3, 4, 5, false, 2, 0, 26, 6898403
3, 4, 5, false, 2, 0, 27, 7549517
3, 4, 5, false, 2, 0, 28, 6729545
3, 4, 5, false, 2, 0, 29, 6751742
3, 4, 5, false, 3, 0, 0, 8976608
3, 4, 5, false, 3, 0, 1, 8554960
3, 4, 5, false, 3, 0, 2, 9031107
3, 4, 5, false, 3, 0, 3, 8681075
3, 4, 5, false, 3, 0, 4, 8828795
3, 4, 5, false, 3, 0, 5, 8867034
3, 4, 5, false, 3, 0, 6, 10660558
3, 4, 5, false, 3, 0, 7, 8213238
3, 4, 5, false, 3, 0, 8, 8515552
3, 4, 5, false, 3, 0, 9, 8700795
3, 4, 5, false, 3, 0, 10, 8856436
3, 4, 5, false, 3, 0, 11, 8553136
